,Longitude,Latitude
1953,-79.9425024432,40.4405481031
1954,-79.9425007676,40.4405476924
1955,-79.942499092,40.4405472817
1956,-79.9424974164,40.4405468709
1957,-79.9424957408,40.4405464602
1958,-79.9424940652,40.4405460495
1959,-79.9424923896,40.4405456388
1960,-79.942490714,40.4405452281
1961,-79.9424890384,40.4405448174
1962,-79.9424873628,40.4405444067
1963,-79.9424856872,40.440543996
1964,-79.9424840116,40.4405435853
1965,-79.9424823361,40.4405431746
1966,-79.9424806605,40.4405427639
1967,-79.9424789849,40.4405423532
1968,-79.9424773093,40.4405419425
1969,-79.9424756337,40.4405415318
1970,-79.9424739581,40.4405411211
1971,-79.9424722825,40.4405407104
1972,-79.9424706069,40.4405402997
1973,-79.9424689313,40.440539889
1974,-79.9424672557,40.4405394782
1975,-79.9424655801,40.4405390675
1976,-79.9424639045,40.4405386568
1977,-79.9424622289,40.4405382461
1978,-79.9424605533,40.4405378354
1979,-79.9424588777,40.4405374247
1980,-79.9424572021,40.440537014
1981,-79.9424555265,40.4405366033
1982,-79.9424538509,40.4405361926
1983,-79.9424521753,40.4405357819
1984,-79.9424504997,40.4405353712
1985,-79.9424488241,40.4405349605
1986,-79.9424471485,40.4405345498
1987,-79.9424454729,40.4405341391
1988,-79.9424437973,40.4405337284
1989,-79.9424421217,40.4405333177
1990,-79.9424404461,40.440532907
1991,-79.9424387705,40.4405324963
1992,-79.9424370949,40.4405320855
1993,-79.9424354193,40.4405316748
1994,-79.9424337437,40.4405312641
1995,-79.9424320681,40.4405308534
1996,-79.9424303925,40.4405304427
1997,-79.9424287169,40.440530032
1998,-79.9424270413,40.4405296213
1999,-79.9424253657,40.4405292106
2000,-79.9424236901,40.4405287999
2001,-79.9424220145,40.4405283892
2002,-79.9424203389,40.4405279785
2003,-79.9424186634,40.4405275678
2004,-79.9424169878,40.4405271571
2005,-79.9424153122,40.4405267464
2006,-79.9424136366,40.4405263357
2007,-79.942411961,40.440525925
2008,-79.9424102854,40.4405255143
2009,-79.9424086098,40.4405251036
2010,-79.9424069342,40.4405246928
2011,-79.9424052586,40.4405242821
2012,-79.942403583,40.4405238714
2013,-79.9424019074,40.4405234607
2014,-79.9424002318,40.44052305
2015,-79.9423985562,40.4405226393
2016,-79.9423968806,40.4405222286
2017,-79.942395205,40.4405218179
2018,-79.9423935294,40.4405214072
2019,-79.9423925368,40.4405208348
2020,-79.9423915712,40.4405202682
2021,-79.9423906055,40.4405197016
2022,-79.9423896399,40.440519135
2023,-79.9423886743,40.4405185684
2024,-79.9423877086,40.4405180018
2025,-79.942386743,40.4405174352
2026,-79.9423857774,40.4405168686
2027,-79.9423848118,40.4405163019
2028,-79.9423838461,40.4405157353
2029,-79.9423828805,40.4405151687
2030,-79.9423819149,40.4405146021
2031,-79.9423809493,40.4405140355
2032,-79.9423799836,40.4405134689
2033,-79.942379018,40.4405129023
2034,-79.9423780524,40.4405123357
2035,-79.9423770867,40.4405117691
2036,-79.9423761211,40.4405112025
2037,-79.9423751555,40.4405106359
2038,-79.9423741899,40.4405100693
2039,-79.9423732242,40.4405095026
2040,-79.9423722586,40.440508936
2041,-79.942371293,40.4405083694
2042,-79.9423703273,40.4405078028
2043,-79.9423693617,40.4405072362
2044,-79.9423683961,40.4405066696
2045,-79.9423674305,40.440506103
2046,-79.9423664648,40.4405055364
2047,-79.9423654992,40.4405049698
2048,-79.9423645336,40.4405044032
2049,-79.9423635679,40.4405038366
2050,-79.9423626023,40.44050327
2051,-79.9423616367,40.4405027033
2052,-79.9423606711,40.4405021367
2053,-79.9423597054,40.4405015701
2054,-79.9423587398,40.4405010035
2055,-79.9423577742,40.4405004369
2056,-79.9423568085,40.4404998703
2057,-79.9423558429,40.4404993037
2058,-79.9423548773,40.4404987371
2059,-79.9423539117,40.4404981705
2060,-79.942352946,40.4404976039
2061,-79.9423519804,40.4404970373
2062,-79.9423510148,40.4404964707
2063,-79.9423500491,40.440495904
2064,-79.9423490835,40.4404953374
2065,-79.9423481179,40.4404947708
2066,-79.9423471523,40.4404942042
2067,-79.9423461866,40.4404936376
2068,-79.942345221,40.440493071
2069,-79.9423440718,40.4404926827
2070,-79.9423428249,40.440492298
2071,-79.9423415779,40.4404919132
2072,-79.942340331,40.4404915284
2073,-79.9423390841,40.4404911437
2074,-79.9423378371,40.4404907589
2075,-79.9423365902,40.4404903741
2076,-79.9423353433,40.4404899893
2077,-79.9423340963,40.4404896046
2078,-79.9423328494,40.4404892198
2079,-79.9423316024,40.440488835
2080,-79.9423303555,40.4404884503
2081,-79.9423291086,40.4404880655
2082,-79.9423278616,40.4404876807
2083,-79.9423266147,40.440487296
2084,-79.9423253678,40.4404869112
2085,-79.9423241208,40.4404865264
2086,-79.9423228739,40.4404861417
2087,-79.9423216269,40.4404857569
2088,-79.94232038,40.4404853721
2089,-79.9423191331,40.4404849873
2090,-79.9423178861,40.4404846026
2091,-79.9423166392,40.4404842178
2092,-79.9423153923,40.440483833
2093,-79.9423141453,40.4404834483
2094,-79.9423128984,40.4404830635
2095,-79.9423116514,40.4404826787
2096,-79.9423104045,40.440482294
2097,-79.9423091576,40.4404819092
2098,-79.9423079106,40.4404815244
2099,-79.9423066637,40.4404811397
2100,-79.9423054168,40.4404807549
2101,-79.9423041698,40.4404803701
2102,-79.9423029229,40.4404799853
2103,-79.9423016759,40.4404796006
2104,-79.942300429,40.4404792158
2105,-79.9422991821,40.440478831
2106,-79.9422979351,40.4404784463
2107,-79.9422966882,40.4404780615
2108,-79.9422954413,40.4404776767
2109,-79.9422941943,40.440477292
2110,-79.9422929474,40.4404769072
2111,-79.9422917005,40.4404765224
2112,-79.9422904535,40.4404761377
2113,-79.9422892066,40.4404757529
2114,-79.9422879596,40.4404753681
2115,-79.9422867127,40.4404749833
2116,-79.9422854658,40.4404745986
2117,-79.9422842188,40.4404742138
2118,-79.9422829719,40.440473829
2119,-79.942281725,40.4404734443
2120,-79.942280478,40.4404730595
2121,-79.9422792311,40.4404726747
2122,-79.9422779841,40.44047229
2123,-79.9422767372,40.4404719052
2124,-79.9422754903,40.4404715204
2125,-79.9422742433,40.4404711357
2126,-79.9422729964,40.4404707509
2127,-79.9422717495,40.4404703661
2128,-79.9422705025,40.4404699813
2129,-79.9422692556,40.4404695966
2130,-79.9422680086,40.4404692118
2131,-79.9422667617,40.440468827
2132,-79.9422655148,40.4404684423
2133,-79.9422642678,40.4404680575
2134,-79.9422630209,40.4404676727
2135,-79.942261774,40.440467288
2136,-79.942260527,40.4404669032
2137,-79.9422592801,40.4404665184
2138,-79.9422580331,40.4404661337
2139,-79.9422567511,40.44046576
2140,-79.9422556259,40.440465442
2141,-79.9422545007,40.4404651239
2142,-79.9422533754,40.4404648058
2143,-79.9422522502,40.4404644877
2144,-79.942251125,40.4404641697
2145,-79.9422499997,40.4404638516
2146,-79.9422488745,40.4404635335
2147,-79.9422477492,40.4404632154
2148,-79.942246624,40.4404628974
2149,-79.9422454988,40.4404625793
2150,-79.9422443735,40.4404622612
2151,-79.9422432483,40.4404619431
2152,-79.9422421231,40.4404616251
2153,-79.9422409978,40.440461307
2154,-79.9422398726,40.4404609889
2155,-79.9422387474,40.4404606708
2156,-79.9422376221,40.4404603528
2157,-79.9422364969,40.4404600347
2158,-79.9422353716,40.4404597166
2159,-79.9422342464,40.4404593985
2160,-79.9422331212,40.4404590805
2161,-79.9422319959,40.4404587624
2162,-79.9422308707,40.4404584443
2163,-79.9422297455,40.4404581262
2164,-79.9422286202,40.4404578082
2165,-79.942227495,40.4404574901
2166,-79.9422263698,40.440457172
2167,-79.9422252445,40.4404568539
2168,-79.9422241193,40.4404565358
2169,-79.942222994,40.4404562178
2170,-79.9422218688,40.4404558997
2171,-79.9422207436,40.4404555816
2172,-79.9422196183,40.4404552635
2173,-79.9422184931,40.4404549455
2174,-79.9422173679,40.4404546274
2175,-79.9422162426,40.4404543093
2176,-79.9422151174,40.4404539912
2177,-79.9422139922,40.4404536732
2178,-79.9422128669,40.4404533551
2179,-79.9422117417,40.440453037
2180,-79.9422106164,40.4404527189
2181,-79.9422094912,40.4404524009
2182,-79.942208366,40.4404520828
2183,-79.9422072407,40.4404517647
2184,-79.9422061155,40.4404514466
2185,-79.9422049903,40.4404511286
2186,-79.942203865,40.4404508105
2187,-79.9422027398,40.4404504924
2188,-79.9422016146,40.4404501743
2189,-79.9422004893,40.4404498563
2190,-79.9421993641,40.4404495382
2191,-79.9421982388,40.4404492201
2192,-79.9421971136,40.440448902
2193,-79.9421959884,40.4404485839
2194,-79.9421948631,40.4404482659
2195,-79.9421937379,40.4404479478
2196,-79.9421926127,40.4404476297
2197,-79.9421914874,40.4404473116
2198,-79.9421903622,40.4404469936
2199,-79.942189237,40.4404466755
2200,-79.9421881117,40.4404463574
2201,-79.9421869865,40.4404460393
2202,-79.9421858612,40.4404457213
2203,-79.942184736,40.4404454032
2204,-79.9421836108,40.4404450851
2205,-79.9421824855,40.440444767
2206,-79.9421813603,40.440444449
2207,-79.9421802351,40.4404441309
2208,-79.9421791098,40.4404438128
2209,-79.9421779846,40.4404434947
2210,-79.9421768594,40.4404431767
2211,-79.9421757341,40.4404428586
2212,-79.9421746089,40.4404425405
2213,-79.9421734836,40.4404422224
2214,-79.9421723584,40.4404419044
2215,-79.9421712332,40.4404415863
2216,-79.9421701079,40.4404412682
2217,-79.9421689827,40.4404409501
2218,-79.9421678575,40.4404406321
2219,-79.9421667322,40.440440314
2220,-79.942165607,40.4404399959
2221,-79.9421644818,40.4404396778
2222,-79.9421633565,40.4404393597
2223,-79.9421622313,40.4404390417
2224,-79.942161106,40.4404387236
2225,-79.9421599808,40.4404384055
2226,-79.9421588556,40.4404380874
2227,-79.9421577303,40.4404377694
2228,-79.9421566051,40.4404374513
2229,-79.9421554799,40.4404371332
2230,-79.9421543546,40.4404368151
2231,-79.9421532294,40.4404364971
2232,-79.9421521042,40.440436179
2233,-79.9421509789,40.4404358609
2234,-79.9421498537,40.4404355428
2235,-79.9421487285,40.4404352248
2236,-79.9421476032,40.4404349067
2237,-79.942146478,40.4404345886
2238,-79.9421453527,40.4404342705
2239,-79.9421442275,40.4404339525
2240,-79.9421431023,40.4404336344
2241,-79.942141977,40.4404333163
2242,-79.9421408518,40.4404329982
2243,-79.9421397266,40.4404326802
2244,-79.9421386013,40.4404323621
2245,-79.9421374761,40.440432044
2246,-79.9421363509,40.4404317259
2247,-79.9421352256,40.4404314079
2248,-79.9421341004,40.4404310898
2249,-79.9421329751,40.4404307717
2250,-79.9421318499,40.4404304536
2251,-79.9421307247,40.4404301355
2252,-79.9421295994,40.4404298175
2253,-79.9421284742,40.4404294994
2254,-79.942127349,40.4404291813
2255,-79.942126,40.4404288
2256,-79.9421265628,40.4404275635
2257,-79.9421272919,40.4404259618
2258,-79.9421280209,40.44042436
2259,-79.94212875,40.4404227582
2260,-79.9421294791,40.4404211564
2261,-79.9421302081,40.4404195546
2262,-79.9421309372,40.4404179529
2263,-79.9421316663,40.4404163511
2264,-79.9421323953,40.4404147493
2265,-79.9421331244,40.4404131475
2266,-79.9421338535,40.4404115457
2267,-79.9421345825,40.440409944
2268,-79.9421353116,40.4404083422
2269,-79.9421360407,40.4404067404
2270,-79.9421367697,40.4404051386
2271,-79.9421374988,40.4404035368
2272,-79.9421382279,40.4404019351
2273,-79.9421389569,40.4404003333
2274,-79.942139686,40.4403987315
2275,-79.9421404151,40.4403971297
2276,-79.9421411441,40.4403955279
2277,-79.9421418732,40.4403939262
2278,-79.9421426023,40.4403923244
2279,-79.9421433313,40.4403907226
2280,-79.9421440604,40.4403891208
2281,-79.9421447895,40.440387519
2282,-79.9421455186,40.4403859173
2283,-79.9421462476,40.4403843155
2284,-79.9421469767,40.4403827137
2285,-79.9421477058,40.4403811119
2286,-79.9421484348,40.4403795101
2287,-79.9421491639,40.4403779084
2288,-79.942149893,40.4403763066
2289,-79.942150622,40.4403747048
2290,-79.9421513511,40.440373103
2291,-79.9421520802,40.4403715012
2292,-79.9421528092,40.4403698995
2293,-79.9421535383,40.4403682977
2294,-79.9421542674,40.4403666959
2295,-79.9421549964,40.4403650941
2296,-79.9421557255,40.4403634923
2297,-79.9421564546,40.4403618906
2298,-79.9421571836,40.4403602888
2299,-79.9421579127,40.440358687
2300,-79.9421586418,40.4403570852
2301,-79.9421593708,40.4403554834
2302,-79.9421600999,40.4403538817
2303,-79.942160829,40.4403522799
2304,-79.942161558,40.4403506781
2305,-79.9421622871,40.4403490763
2306,-79.9421630162,40.4403474745
2307,-79.9421637452,40.4403458728
2308,-79.9421644743,40.440344271
2309,-79.9421652034,40.4403426692
2310,-79.9421659324,40.4403410674
2311,-79.9421666615,40.4403394656
2312,-79.9421673906,40.4403378639
2313,-79.9421681196,40.4403362621
2314,-79.9421688487,40.4403346603
2315,-79.9421695778,40.4403330585
2316,-79.9421703068,40.4403314567
2317,-79.9421710359,40.440329855
2318,-79.942171765,40.4403282532
2319,-79.942172494,40.4403266514
2320,-79.9421732231,40.4403250496
2321,-79.9421739522,40.4403234478
2322,-79.9421746812,40.4403218461
2323,-79.9421754103,40.4403202443
2324,-79.9421761394,40.4403186425
2325,-79.9421768684,40.4403170407
2326,-79.9421775975,40.4403154389
2327,-79.9421783266,40.4403138372
2328,-79.9421790556,40.4403122354
2329,-79.9421797847,40.4403106336
2330,-79.9421805138,40.4403090318
2331,-79.9421812428,40.44030743
2332,-79.9421819719,40.4403058283
2333,-79.942182701,40.4403042265
2334,-79.94218343,40.4403026247
2335,-79.9421841591,40.4403010229
2336,-79.9421848882,40.4402994211
2337,-79.9421856172,40.4402978194
2338,-79.9421863463,40.4402962176
2339,-79.9421870754,40.4402946158
2340,-79.9421878044,40.440293014
2341,-79.9421885335,40.4402914122
2342,-79.9421892626,40.4402898105
2343,-79.9421899916,40.4402882087
2344,-79.9421907207,40.4402866069
2345,-79.9421914498,40.4402850051
2346,-79.9421921788,40.4402834033
2347,-79.9421929079,40.4402818016
2348,-79.942193637,40.4402801998
2349,-79.942194366,40.440278598
2350,-79.9421950951,40.4402769962
2351,-79.9421958242,40.4402753944
2352,-79.9421965532,40.4402737926
2353,-79.9421972823,40.4402721909
2354,-79.9421980114,40.4402705891
2355,-79.9421987404,40.4402689873
2356,-79.9421994695,40.4402673855
2357,-79.9422001986,40.4402657837
2358,-79.9422009276,40.440264182
2359,-79.9422016567,40.4402625802
2360,-79.9422023858,40.4402609784
2361,-79.9422031148,40.4402593766
2362,-79.9422038439,40.4402577748
2363,-79.942204573,40.4402561731
2364,-79.942205302,40.4402545713
2365,-79.9422060311,40.4402529695
2366,-79.9422067602,40.4402513677
2367,-79.9422074892,40.4402497659
2368,-79.9422082183,40.4402481642
2369,-79.9422089474,40.4402465624
2370,-79.9422096764,40.4402449606
2371,-79.9422104055,40.4402433588
2372,-79.9422111346,40.440241757
2373,-79.9422118636,40.4402401553
2374,-79.9422125927,40.4402385535
2375,-79.9422133218,40.4402369517
2376,-79.9422140508,40.4402353499
2377,-79.9422147799,40.4402337481
2378,-79.942215509,40.4402321464
2379,-79.942216238,40.4402305446
2380,-79.9422169671,40.4402289428
2381,-79.9422176961,40.440227341
2382,-79.9422184252,40.4402257392
2383,-79.9422191543,40.4402241375
2384,-79.9422198833,40.4402225357
2385,-79.9422206124,40.4402209339
2386,-79.9422213415,40.4402193321
2387,-79.9422220705,40.4402177303
2388,-79.9422227996,40.4402161286
2389,-79.9422235287,40.4402145268
2390,-79.9422242577,40.440212925
2391,-79.9422249868,40.4402113232
2392,-79.9422257159,40.4402097214
2393,-79.9422264449,40.4402081197
2394,-79.942227174,40.4402065179
2395,-79.9422279031,40.4402049161
2396,-79.9422286321,40.4402033143
2397,-79.9422293612,40.4402017125
2398,-79.9422300903,40.4402001108
2399,-79.9422308193,40.440198509
2400,-79.9422315484,40.4401969072
2401,-79.9422322775,40.4401953054
2402,-79.9422330065,40.4401937036
2403,-79.9422337356,40.4401921019
2404,-79.9422344647,40.4401905001
2405,-79.9422351937,40.4401888983
2406,-79.9422359228,40.4401872965
2407,-79.9422366519,40.4401856947
2408,-79.9422373809,40.440184093
2409,-79.94223811,40.4401824912
2410,-79.942238839,40.4401808894
2411,-79.9422395681,40.4401792876
2412,-79.9422402972,40.4401776858
2413,-79.9422410262,40.4401760841
2414,-79.9422417553,40.4401744823
2415,-79.9422424844,40.4401728805
2416,-79.9422432134,40.4401712787
2417,-79.9422439425,40.4401696769
2418,-79.9422446716,40.4401680752
2419,-79.9422454006,40.4401664734
2420,-79.9422461297,40.4401648716
2421,-79.9422468588,40.4401632698
2422,-79.9422475878,40.440161668
2423,-79.9422483169,40.4401600663
2424,-79.942249046,40.4401584645
2425,-79.942249775,40.4401568627
2426,-79.9422505041,40.4401552609
2427,-79.9422512332,40.4401536591
2428,-79.9422519622,40.4401520574
2429,-79.9422526913,40.4401504556
2430,-79.9422534204,40.4401488538
2431,-79.9422546473,40.440147905
2432,-79.942255876,40.4401480778
2433,-79.9422571047,40.4401482505
2434,-79.9422583334,40.4401484232
2435,-79.9422595621,40.4401485959
2436,-79.9422607908,40.4401487686
2437,-79.9422620195,40.4401489414
2438,-79.9422632482,40.4401491141
2439,-79.9422644768,40.4401492868
2440,-79.9422657055,40.4401494595
2441,-79.9422669342,40.4401496322
2442,-79.9422681629,40.440149805
2443,-79.9422693916,40.4401499777
2444,-79.9422706203,40.4401501504
2445,-79.942271849,40.4401503231
2446,-79.9422730777,40.4401504958
2447,-79.9422743064,40.4401506685
2448,-79.9422755351,40.4401508413
2449,-79.9422767638,40.440151014
2450,-79.9422779925,40.4401511867
2451,-79.9422792212,40.4401513594
2452,-79.9422804499,40.4401515321
2453,-79.9422816786,40.4401517049
2454,-79.9422829073,40.4401518776
2455,-79.942284136,40.4401520503
2456,-79.9422853647,40.440152223
2457,-79.9422865934,40.4401523957
2458,-79.9422878221,40.4401525684
2459,-79.9422890508,40.4401527412
2460,-79.9422902795,40.4401529139
2461,-79.9422915082,40.4401530866
2462,-79.9422927369,40.4401532593
2463,-79.9422939656,40.440153432
2464,-79.9422951943,40.4401536048
2465,-79.942296423,40.4401537775
2466,-79.9422976516,40.4401539502
2467,-79.9422988803,40.4401541229
2468,-79.942300109,40.4401542956
2469,-79.9423013377,40.4401544684
2470,-79.9423025664,40.4401546411
2471,-79.9423037951,40.4401548138
2472,-79.9423050238,40.4401549865
2473,-79.9423062525,40.4401551592
2474,-79.9423074812,40.4401553319
2475,-79.9423087099,40.4401555047
2476,-79.9423099386,40.4401556774
2477,-79.9423111673,40.4401558501
2478,-79.942312396,40.4401560228
2479,-79.9423136247,40.4401561955
2480,-79.9423148534,40.4401563683
2481,-79.9423160821,40.440156541
2482,-79.9423173108,40.4401567137
2483,-79.9423185395,40.4401568864
2484,-79.9423197682,40.4401570591
2485,-79.9423209969,40.4401572319
2486,-79.9423222256,40.4401574046
2487,-79.9423234543,40.4401575773
2488,-79.942324683,40.44015775
2489,-79.9423259117,40.4401579227
2490,-79.9423271404,40.4401580954
2491,-79.9423283691,40.4401582682
2492,-79.9423295978,40.4401584409
2493,-79.9423308265,40.4401586136
2494,-79.9423320551,40.4401587863
2495,-79.9423332838,40.440158959
2496,-79.9423345125,40.4401591318
2497,-79.9423357412,40.4401593045
2498,-79.9423369699,40.4401594772
2499,-79.9423381986,40.4401596499
2500,-79.9423394273,40.4401598226
2501,-79.942340656,40.4401599953
2502,-79.9423418847,40.4401601681
2503,-79.9423431134,40.4401603408
2504,-79.9423443421,40.4401605135
2505,-79.9423455708,40.4401606862
2506,-79.9423467995,40.4401608589
2507,-79.9423480282,40.4401610317
2508,-79.9423492569,40.4401612044
2509,-79.9423504856,40.4401613771
2510,-79.9423517143,40.4401615498
2511,-79.942352943,40.4401617225
2512,-79.9423541717,40.4401618953
2513,-79.9423554004,40.440162068
2514,-79.9423566291,40.4401622407
2515,-79.9423578578,40.4401624134
2516,-79.9423590865,40.4401625861
2517,-79.9423603152,40.4401627588
2518,-79.9423615439,40.4401629316
2519,-79.9423627726,40.4401631043
2520,-79.9423640013,40.440163277
2521,-79.94236523,40.4401634497
2522,-79.9423664586,40.4401636224
2523,-79.9423676873,40.4401637952
2524,-79.942368916,40.4401639679
2525,-79.9423701447,40.4401641406
2526,-79.9423713734,40.4401643133
2527,-79.9423726021,40.440164486
2528,-79.9423738308,40.4401646588
2529,-79.9423750595,40.4401648315
2530,-79.9423762882,40.4401650042
2531,-79.9423775169,40.4401651769
2532,-79.9423787456,40.4401653496
2533,-79.9423799743,40.4401655223
2534,-79.942381203,40.4401656951
2535,-79.9423824317,40.4401658678
2536,-79.9423836604,40.4401660405
2537,-79.9423848891,40.4401662132
2538,-79.9423861178,40.4401663859
2539,-79.9423873465,40.4401665587
2540,-79.9423885752,40.4401667314
2541,-79.9423898039,40.4401669041
2542,-79.9423910326,40.4401670768
2543,-79.9423922613,40.4401672495
2544,-79.94239349,40.4401674223
2545,-79.9423947187,40.440167595
2546,-79.9423959474,40.4401677677
2547,-79.9423971761,40.4401679404
2548,-79.9423985921,40.4401680566
2549,-79.9423999305,40.440168133
2550,-79.9424012689,40.4401682094
2551,-79.9424026074,40.4401682858
2552,-79.9424039458,40.4401683622
2553,-79.9424052842,40.4401684385
2554,-79.9424066226,40.4401685149
2555,-79.9424079611,40.4401685913
2556,-79.9424092995,40.4401686677
2557,-79.9424106379,40.4401687441
2558,-79.9424119763,40.4401688205
2559,-79.9424133148,40.4401688968
2560,-79.9424146532,40.4401689732
2561,-79.9424159916,40.4401690496
2562,-79.9424173301,40.440169126
2563,-79.9424186685,40.4401692024
2564,-79.9424200069,40.4401692788
2565,-79.9424213453,40.4401693551
2566,-79.9424226838,40.4401694315
2567,-79.9424240222,40.4401695079
2568,-79.9424253606,40.4401695843
2569,-79.942426699,40.4401696607
2570,-79.9424280375,40.4401697371
2571,-79.9424293759,40.4401698134
2572,-79.9424307143,40.4401698898
2573,-79.9424320528,40.4401699662
2574,-79.9424333912,40.4401700426
2575,-79.9424347296,40.440170119
2576,-79.942436068,40.4401701954
2577,-79.9424374065,40.4401702717
2578,-79.9424387449,40.4401703481
2579,-79.9424400833,40.4401704245
2580,-79.9424414217,40.4401705009
2581,-79.9424427602,40.4401705773
2582,-79.9424440986,40.4401706537
2583,-79.942445437,40.4401707301
2584,-79.9424467754,40.4401708064
2585,-79.9424481139,40.4401708828
2586,-79.9424494523,40.4401709592
2587,-79.9424507907,40.4401710356
2588,-79.9424521292,40.440171112
2589,-79.9424534676,40.4401711884
2590,-79.942454806,40.4401712647
2591,-79.9424561444,40.4401713411
2592,-79.9424574829,40.4401714175
2593,-79.9424588213,40.4401714939
2594,-79.9424601597,40.4401715703
2595,-79.9424614981,40.4401716467
2596,-79.9424628366,40.440171723
2597,-79.942464175,40.4401717994
2598,-79.9424655134,40.4401718758
2599,-79.9424668519,40.4401719522
2600,-79.9424681903,40.4401720286
2601,-79.9424695287,40.440172105
2602,-79.9424708671,40.4401721813
2603,-79.9424722056,40.4401722577
2604,-79.942473544,40.4401723341
2605,-79.9424748824,40.4401724105
2606,-79.9424762208,40.4401724869
2607,-79.9424775593,40.4401725633
2608,-79.9424788977,40.4401726396
2609,-79.9424802361,40.440172716
2610,-79.9424815745,40.4401727924
2611,-79.942482913,40.4401728688
2612,-79.9424842514,40.4401729452
2613,-79.9424855898,40.4401730216
2614,-79.9424869283,40.4401730979
2615,-79.9424882667,40.4401731743
2616,-79.9424896051,40.4401732507
2617,-79.9424909435,40.4401733271
2618,-79.942492282,40.4401734035
2619,-79.9424936204,40.4401734799
2620,-79.9424949588,40.4401735563
2621,-79.9424962972,40.4401736326
2622,-79.9424976357,40.440173709
2623,-79.9424989741,40.4401737854
2624,-79.9425003125,40.4401738618
2625,-79.942501651,40.4401739382
2626,-79.9425029894,40.4401740146
2627,-79.9425043278,40.4401740909
2628,-79.9425056662,40.4401741673
2629,-79.9425070047,40.4401742437
2630,-79.9425083431,40.4401743201
2631,-79.9425096815,40.4401743965
2632,-79.9425110199,40.4401744729
2633,-79.9425123584,40.4401745492
2634,-79.9425136968,40.4401746256
2635,-79.9425150373,40.4401746981
2636,-79.9425164532,40.4401746263
2637,-79.9425178692,40.4401745545
2638,-79.9425192851,40.4401744826
2639,-79.9425207011,40.4401744108
2640,-79.942522117,40.440174339
2641,-79.942523533,40.4401742672
2642,-79.9425249489,40.4401741953
2643,-79.9425263649,40.4401741235
2644,-79.9425277808,40.4401740517
2645,-79.9425291968,40.4401739799
2646,-79.9425306127,40.4401739081
2647,-79.9425320287,40.4401738362
2648,-79.9425334446,40.4401737644
2649,-79.9425348606,40.4401736926
2650,-79.9425362765,40.4401736208
2651,-79.9425376925,40.4401735489
2652,-79.9425391084,40.4401734771
2653,-79.9425405244,40.4401734053
2654,-79.9425419403,40.4401733335
2655,-79.9425433563,40.4401732616
2656,-79.9425447722,40.4401731898
2657,-79.9425461882,40.440173118
2658,-79.9425476041,40.4401730462
2659,-79.9425490201,40.4401729743
2660,-79.942550436,40.4401729025
2661,-79.942551852,40.4401728307
2662,-79.9425532679,40.4401727589
2663,-79.9425546839,40.440172687
2664,-79.9425560998,40.4401726152
2665,-79.9425575158,40.4401725434
2666,-79.9425589317,40.4401724716
2667,-79.9425603477,40.4401723998
2668,-79.9425617636,40.4401723279
2669,-79.9425631796,40.4401722561
2670,-79.9425645955,40.4401721843
2671,-79.9425660115,40.4401721125
2672,-79.9425674274,40.4401720406
2673,-79.9425688434,40.4401719688
2674,-79.9425702593,40.440171897
2675,-79.9425716753,40.4401718252
2676,-79.9425730912,40.4401717533
2677,-79.9425745072,40.4401716815
2678,-79.9425759231,40.4401716097
2679,-79.9425773391,40.4401715379
2680,-79.942578755,40.440171466
2681,-79.942580171,40.4401713942
2682,-79.942581587,40.4401713224
2683,-79.9425830029,40.4401712506
2684,-79.9425844189,40.4401711788
2685,-79.9425858348,40.4401711069
2686,-79.9425872508,40.4401710351
2687,-79.9425886667,40.4401709633
2688,-79.9425900827,40.4401708915
2689,-79.9425914986,40.4401708196
2690,-79.9425929146,40.4401707478
2691,-79.9425943305,40.440170676
2692,-79.9425957465,40.4401706042
2693,-79.9425971624,40.4401705323
2694,-79.9425985784,40.4401704605
2695,-79.9425999943,40.4401703887
2696,-79.9426014103,40.4401703169
2697,-79.9426028262,40.440170245
2698,-79.9426042422,40.4401701732
2699,-79.9426056581,40.4401701014
2700,-79.9426070741,40.4401700296
2701,-79.94260849,40.4401699578
2702,-79.942609906,40.4401698859
2703,-79.9426113219,40.4401698141
2704,-79.9426127379,40.4401697423
2705,-79.9426141538,40.4401696705
2706,-79.9426155698,40.4401695986
2707,-79.9426169857,40.4401695268
2708,-79.9426184017,40.440169455
2709,-79.9426198176,40.4401693832
2710,-79.9426212336,40.4401693113
2711,-79.9426226495,40.4401692395
2712,-79.9426240655,40.4401691677
2713,-79.9426254814,40.4401690959
2714,-79.9426268974,40.440169024
2715,-79.9426283133,40.4401689522
2716,-79.9426297293,40.4401688804
2717,-79.9426311452,40.4401688086
2718,-79.9426325612,40.4401687368
2719,-79.9426339771,40.4401686649
2720,-79.9426353931,40.4401685931
2721,-79.942636809,40.4401685213
2722,-79.942638225,40.4401684495
2723,-79.9426394176,40.4401683808
2724,-79.9426406406,40.4401682731
2725,-79.9426418636,40.4401681654
2726,-79.9426430866,40.4401680576
2727,-79.9426443096,40.4401679499
2728,-79.9426455326,40.4401678422
2729,-79.9426467556,40.4401677344
2730,-79.9426479786,40.4401676267
2731,-79.9426492016,40.4401675189
2732,-79.9426504246,40.4401674112
2733,-79.9426516476,40.4401673035
2734,-79.9426528706,40.4401671957
2735,-79.9426540936,40.440167088
2736,-79.9426553166,40.4401669803
2737,-79.9426565396,40.4401668725
2738,-79.9426577626,40.4401667648
